measured0,measured1,measured2,range0,range1,range2,range3,range4,range5,uuid,timestamp,range,measured,res
57,9,51,20,80,10,20,30,70,59886,2021-06-18 13:41:42,"[20, 80, 10, 20, 30, 70]","[57, 9, 51]",0
35,14,57,20,80,10,20,30,70,21704,2021-06-16 12:22:03,"[20, 80, 10, 20, 30, 70]","[35, 14, 57]",1
63,9,47,20,80,10,20,30,70,41094,2021-06-15 09:05:55,"[20, 80, 10, 20, 30, 70]","[63, 9, 47]",0
66,17,42,20,80,10,20,30,70,87078,2021-06-23 15:05:19,"[20, 80, 10, 20, 30, 70]","[66, 17, 42]",1
69,10,69,20,80,10,20,30,70,34896,2021-06-14 08:45:00,"[20, 80, 10, 20, 30, 70]","[69, 10, 69]",1
83,21,31,20,80,10,20,30,70,65697,2021-06-22 09:21:35,"[20, 80, 10, 20, 30, 70]","[83, 21, 31]",0
59,19,46,20,80,10,20,30,70,79698,2021-06-14 13:13:47,"[20, 80, 10, 20, 30, 70]","[59, 19, 46]",1
66,21,63,20,80,10,20,30,70,53297,2021-06-14 12:20:24,"[20, 80, 10, 20, 30, 70]","[66, 21, 63]",0
17,19,38,20,80,10,20,30,70,25558,2021-06-21 15:28:00,"[20, 80, 10, 20, 30, 70]","[17, 19, 38]",0
78,23,80,20,80,10,20,30,70,28233,2021-06-17 15:46:55,"[20, 80, 10, 20, 30, 70]","[78, 23, 80]",0
33,17,32,20,80,10,20,30,70,79278,2021-06-16 09:15:56,"[20, 80, 10, 20, 30, 70]","[33, 17, 32]",1
54,5,58,20,80,10,20,30,70,52478,2021-06-12 13:39:47,"[20, 80, 10, 20, 30, 70]","[54, 5, 58]",0
58,8,39,20,80,10,20,30,70,68854,2021-06-11 12:45:15,"[20, 80, 10, 20, 30, 70]","[58, 8, 39]",0
34,8,35,20,80,10,20,30,70,72037,2021-06-17 15:19:39,"[20, 80, 10, 20, 30, 70]","[34, 8, 35]",0
68,8,75,20,80,10,20,30,70,14928,2021-06-23 14:06:52,"[20, 80, 10, 20, 30, 70]","[68, 8, 75]",0
72,17,60,20,80,10,20,30,70,50278,2021-06-29 15:17:05,"[20, 80, 10, 20, 30, 70]","[72, 17, 60]",1
77,8,63,20,80,10,20,30,70,77133,2021-06-21 15:13:48,"[20, 80, 10, 20, 30, 70]","[77, 8, 63]",0
63,11,67,20,80,10,20,30,70,23527,2021-06-25 10:19:28,"[20, 80, 10, 20, 30, 70]","[63, 11, 67]",1
55,8,53,20,80,10,20,30,70,38300,2021-06-16 10:47:55,"[20, 80, 10, 20, 30, 70]","[55, 8, 53]",0
29,24,32,20,80,10,20,30,70,51060,2021-06-27 18:19:21,"[20, 80, 10, 20, 30, 70]","[29, 24, 32]",0
19,21,41,20,80,10,20,30,70,26484,2021-06-29 18:44:44,"[20, 80, 10, 20, 30, 70]","[19, 21, 41]",0
22,21,41,20,80,10,20,30,70,70657,2021-06-21 10:27:22,"[20, 80, 10, 20, 30, 70]","[22, 21, 41]",0
44,20,63,20,80,10,20,30,70,19443,2021-06-24 12:43:49,"[20, 80, 10, 20, 30, 70]","[44, 20, 63]",1
78,21,52,20,80,10,20,30,70,65744,2021-06-12 11:14:04,"[20, 80, 10, 20, 30, 70]","[78, 21, 52]",0
42,21,39,20,80,10,20,30,70,74086,2021-06-22 16:12:51,"[20, 80, 10, 20, 30, 70]","[42, 21, 39]",0
63,22,48,20,80,10,20,30,70,48382,2021-06-29 08:34:02,"[20, 80, 10, 20, 30, 70]","[63, 22, 48]",0
22,25,63,20,80,10,20,30,70,39254,2021-06-10 14:25:09,"[20, 80, 10, 20, 30, 70]","[22, 25, 63]",0
48,15,41,20,80,10,20,30,70,61380,2021-06-11 16:26:50,"[20, 80, 10, 20, 30, 70]","[48, 15, 41]",1
53,16,56,20,80,10,20,30,70,78023,2021-06-25 17:16:07,"[20, 80, 10, 20, 30, 70]","[53, 16, 56]",1
65,21,29,20,80,10,20,30,70,76260,2021-06-14 12:42:32,"[20, 80, 10, 20, 30, 70]","[65, 21, 29]",0
43,16,64,20,80,10,20,30,70,64900,2021-06-22 12:11:02,"[20, 80, 10, 20, 30, 70]","[43, 16, 64]",1
72,16,50,20,80,10,20,30,70,87719,2021-06-22 09:51:40,"[20, 80, 10, 20, 30, 70]","[72, 16, 50]",1
78,7,45,20,80,10,20,30,70,40902,2021-06-18 08:13:48,"[20, 80, 10, 20, 30, 70]","[78, 7, 45]",0
31,15,45,20,80,10,20,30,70,35206,2021-06-18 09:18:51,"[20, 80, 10, 20, 30, 70]","[31, 15, 45]",1
84,25,69,20,80,10,20,30,70,35080,2021-06-20 12:05:04,"[20, 80, 10, 20, 30, 70]","[84, 25, 69]",0
21,11,32,20,80,10,20,30,70,62462,2021-06-29 11:23:46,"[20, 80, 10, 20, 30, 70]","[21, 11, 32]",1
77,11,45,20,80,10,20,30,70,58745,2021-06-18 16:45:34,"[20, 80, 10, 20, 30, 70]","[77, 11, 45]",1
17,14,78,20,80,10,20,30,70,58553,2021-06-27 08:19:20,"[20, 80, 10, 20, 30, 70]","[17, 14, 78]",0
25,24,34,20,80,10,20,30,70,80501,2021-06-22 11:41:51,"[20, 80, 10, 20, 30, 70]","[25, 24, 34]",0
34,7,56,20,80,10,20,30,70,64329,2021-06-28 17:52:23,"[20, 80, 10, 20, 30, 70]","[34, 7, 56]",0
39,11,77,20,80,10,20,30,70,44768,2021-06-23 14:01:36,"[20, 80, 10, 20, 30, 70]","[39, 11, 77]",0
52,22,48,20,80,10,20,30,70,11096,2021-06-15 18:40:33,"[20, 80, 10, 20, 30, 70]","[52, 22, 48]",0
18,19,69,20,80,10,20,30,70,12111,2021-06-13 14:33:33,"[20, 80, 10, 20, 30, 70]","[18, 19, 69]",0
49,8,65,20,80,10,20,30,70,73076,2021-06-19 14:11:33,"[20, 80, 10, 20, 30, 70]","[49, 8, 65]",0
51,9,53,20,80,10,20,30,70,18790,2021-06-12 18:32:34,"[20, 80, 10, 20, 30, 70]","[51, 9, 53]",0
69,13,70,20,80,10,20,30,70,68903,2021-06-13 15:45:00,"[20, 80, 10, 20, 30, 70]","[69, 13, 70]",1
69,16,65,20,80,10,20,30,70,28733,2021-06-29 09:16:58,"[20, 80, 10, 20, 30, 70]","[69, 16, 65]",1
67,8,43,20,80,10,20,30,70,64624,2021-06-21 13:07:43,"[20, 80, 10, 20, 30, 70]","[67, 8, 43]",0
17,18,69,20,80,10,20,30,70,50379,2021-06-20 18:55:21,"[20, 80, 10, 20, 30, 70]","[17, 18, 69]",0
79,22,78,20,80,10,20,30,70,18223,2021-06-27 18:12:36,"[20, 80, 10, 20, 30, 70]","[79, 22, 78]",0
55,12,40,20,80,10,20,30,70,37460,2021-06-15 18:14:48,"[20, 80, 10, 20, 30, 70]","[55, 12, 40]",1
80,13,76,20,80,10,20,30,70,22161,2021-06-12 16:11:24,"[20, 80, 10, 20, 30, 70]","[80, 13, 76]",0
72,5,38,20,80,10,20,30,70,63399,2021-06-22 10:54:53,"[20, 80, 10, 20, 30, 70]","[72, 5, 38]",0
54,5,68,20,80,10,20,30,70,15333,2021-06-27 10:54:08,"[20, 80, 10, 20, 30, 70]","[54, 5, 68]",0
45,13,44,20,80,10,20,30,70,55480,2021-06-19 18:38:06,"[20, 80, 10, 20, 30, 70]","[45, 13, 44]",1
28,19,62,20,80,10,20,30,70,44777,2021-06-13 15:15:51,"[20, 80, 10, 20, 30, 70]","[28, 19, 62]",1
35,12,44,20,80,10,20,30,70,64175,2021-06-27 12:06:10,"[20, 80, 10, 20, 30, 70]","[35, 12, 44]",1
15,25,57,20,80,10,20,30,70,74268,2021-06-19 12:19:00,"[20, 80, 10, 20, 30, 70]","[15, 25, 57]",0
61,17,57,20,80,10,20,30,70,34234,2021-06-12 18:48:51,"[20, 80, 10, 20, 30, 70]","[61, 17, 57]",1
35,5,74,20,80,10,20,30,70,36468,2021-06-27 13:39:49,"[20, 80, 10, 20, 30, 70]","[35, 5, 74]",0
58,11,62,20,80,10,20,30,70,61402,2021-06-27 15:14:02,"[20, 80, 10, 20, 30, 70]","[58, 11, 62]",1
61,8,61,20,80,10,20,30,70,66569,2021-06-14 15:38:33,"[20, 80, 10, 20, 30, 70]","[61, 8, 61]",0
38,10,74,20,80,10,20,30,70,32994,2021-06-20 18:09:45,"[20, 80, 10, 20, 30, 70]","[38, 10, 74]",0
71,5,49,20,80,10,20,30,70,73578,2021-06-24 11:55:46,"[20, 80, 10, 20, 30, 70]","[71, 5, 49]",0
17,22,28,20,80,10,20,30,70,13048,2021-06-22 17:41:52,"[20, 80, 10, 20, 30, 70]","[17, 22, 28]",0
16,13,61,20,80,10,20,30,70,77084,2021-06-10 16:42:17,"[20, 80, 10, 20, 30, 70]","[16, 13, 61]",0
28,8,34,20,80,10,20,30,70,59041,2021-06-25 13:55:57,"[20, 80, 10, 20, 30, 70]","[28, 8, 34]",0
23,24,58,20,80,10,20,30,70,81951,2021-06-20 12:10:57,"[20, 80, 10, 20, 30, 70]","[23, 24, 58]",0
85,25,39,20,80,10,20,30,70,58831,2021-06-11 18:19:08,"[20, 80, 10, 20, 30, 70]","[85, 25, 39]",0
54,13,56,20,80,10,20,30,70,20667,2021-06-15 13:32:11,"[20, 80, 10, 20, 30, 70]","[54, 13, 56]",1
58,5,77,20,80,10,20,30,70,72527,2021-06-12 08:29:13,"[20, 80, 10, 20, 30, 70]","[58, 5, 77]",0
58,6,59,20,80,10,20,30,70,79720,2021-06-16 11:26:35,"[20, 80, 10, 20, 30, 70]","[58, 6, 59]",0
19,6,55,20,80,10,20,30,70,84087,2021-06-20 17:40:50,"[20, 80, 10, 20, 30, 70]","[19, 6, 55]",0
32,5,61,20,80,10,20,30,70,80642,2021-06-23 12:45:49,"[20, 80, 10, 20, 30, 70]","[32, 5, 61]",0
63,17,75,20,80,10,20,30,70,82590,2021-06-14 16:15:45,"[20, 80, 10, 20, 30, 70]","[63, 17, 75]",0
33,18,48,20,80,10,20,30,70,79704,2021-06-14 12:42:38,"[20, 80, 10, 20, 30, 70]","[33, 18, 48]",1
39,14,69,20,80,10,20,30,70,27377,2021-06-12 18:21:28,"[20, 80, 10, 20, 30, 70]","[39, 14, 69]",1
32,8,30,20,80,10,20,30,70,20357,2021-06-13 15:55:18,"[20, 80, 10, 20, 30, 70]","[32, 8, 30]",0
72,6,51,20,80,10,20,30,70,46391,2021-06-29 11:52:23,"[20, 80, 10, 20, 30, 70]","[72, 6, 51]",0
27,22,65,20,80,10,20,30,70,71008,2021-06-18 10:55:52,"[20, 80, 10, 20, 30, 70]","[27, 22, 65]",0
36,6,43,20,80,10,20,30,70,29896,2021-06-24 18:45:44,"[20, 80, 10, 20, 30, 70]","[36, 6, 43]",0
46,23,74,20,80,10,20,30,70,88582,2021-06-18 14:07:25,"[20, 80, 10, 20, 30, 70]","[46, 23, 74]",0
56,24,74,20,80,10,20,30,70,77995,2021-06-16 17:38:41,"[20, 80, 10, 20, 30, 70]","[56, 24, 74]",0
31,7,35,20,80,10,20,30,70,26137,2021-06-11 14:37:39,"[20, 80, 10, 20, 30, 70]","[31, 7, 35]",0
32,18,29,20,80,10,20,30,70,75484,2021-06-18 11:46:48,"[20, 80, 10, 20, 30, 70]","[32, 18, 29]",0
16,21,28,20,80,10,20,30,70,66688,2021-06-18 14:53:20,"[20, 80, 10, 20, 30, 70]","[16, 21, 28]",0
77,7,58,20,80,10,20,30,70,71222,2021-06-10 13:21:29,"[20, 80, 10, 20, 30, 70]","[77, 7, 58]",0
32,10,31,20,80,10,20,30,70,17333,2021-06-28 14:02:17,"[20, 80, 10, 20, 30, 70]","[32, 10, 31]",1
60,8,32,20,80,10,20,30,70,35397,2021-06-17 08:51:06,"[20, 80, 10, 20, 30, 70]","[60, 8, 32]",0
48,11,42,20,80,10,20,30,70,58515,2021-06-23 17:36:01,"[20, 80, 10, 20, 30, 70]","[48, 11, 42]",1
62,14,64,20,80,10,20,30,70,49982,2021-06-24 17:38:51,"[20, 80, 10, 20, 30, 70]","[62, 14, 64]",1
72,25,44,20,80,10,20,30,70,13775,2021-06-24 14:41:12,"[20, 80, 10, 20, 30, 70]","[72, 25, 44]",0
54,19,36,20,80,10,20,30,70,57716,2021-06-24 10:04:32,"[20, 80, 10, 20, 30, 70]","[54, 19, 36]",1
41,22,43,20,80,10,20,30,70,82589,2021-06-24 13:52:19,"[20, 80, 10, 20, 30, 70]","[41, 22, 43]",0
57,13,76,20,80,10,20,30,70,81224,2021-06-26 10:41:11,"[20, 80, 10, 20, 30, 70]","[57, 13, 76]",0
65,15,33,20,80,10,20,30,70,12785,2021-06-22 18:30:39,"[20, 80, 10, 20, 30, 70]","[65, 15, 33]",1
85,18,68,20,80,10,20,30,70,35300,2021-06-18 11:07:26,"[20, 80, 10, 20, 30, 70]","[85, 18, 68]",0
65,24,60,20,80,10,20,30,70,27198,2021-06-15 17:05:36,"[20, 80, 10, 20, 30, 70]","[65, 24, 60]",0
74,14,43,20,80,10,20,30,70,38793,2021-06-16 13:44:29,"[20, 80, 10, 20, 30, 70]","[74, 14, 43]",1
71,24,57,20,80,10,20,30,70,83208,2021-06-15 15:39:29,"[20, 80, 10, 20, 30, 70]","[71, 24, 57]",0
84,5,72,20,80,10,20,30,70,18774,2021-06-16 16:02:49,"[20, 80, 10, 20, 30, 70]","[84, 5, 72]",0
31,5,80,20,80,10,20,30,70,41029,2021-06-23 13:42:24,"[20, 80, 10, 20, 30, 70]","[31, 5, 80]",0
56,20,39,20,80,10,20,30,70,84166,2021-06-25 17:33:33,"[20, 80, 10, 20, 30, 70]","[56, 20, 39]",1
79,13,64,20,80,10,20,30,70,66842,2021-06-23 15:55:18,"[20, 80, 10, 20, 30, 70]","[79, 13, 64]",1
68,16,61,20,80,10,20,30,70,29602,2021-06-19 15:29:59,"[20, 80, 10, 20, 30, 70]","[68, 16, 61]",1
47,21,62,20,80,10,20,30,70,24517,2021-06-21 13:05:59,"[20, 80, 10, 20, 30, 70]","[47, 21, 62]",0
27,17,53,20,80,10,20,30,70,59031,2021-06-17 13:10:06,"[20, 80, 10, 20, 30, 70]","[27, 17, 53]",1
46,16,38,20,80,10,20,30,70,64524,2021-06-14 13:37:04,"[20, 80, 10, 20, 30, 70]","[46, 16, 38]",1
83,21,51,20,80,10,20,30,70,56167,2021-06-19 15:47:05,"[20, 80, 10, 20, 30, 70]","[83, 21, 51]",0
82,7,48,20,80,10,20,30,70,34871,2021-06-11 12:00:37,"[20, 80, 10, 20, 30, 70]","[82, 7, 48]",0
66,9,68,20,80,10,20,30,70,23917,2021-06-25 12:17:13,"[20, 80, 10, 20, 30, 70]","[66, 9, 68]",0
42,9,44,20,80,10,20,30,70,61314,2021-06-19 16:12:41,"[20, 80, 10, 20, 30, 70]","[42, 9, 44]",0
67,16,78,20,80,10,20,30,70,15690,2021-06-21 17:55:37,"[20, 80, 10, 20, 30, 70]","[67, 16, 78]",0
33,22,37,20,80,10,20,30,70,65126,2021-06-17 09:34:21,"[20, 80, 10, 20, 30, 70]","[33, 22, 37]",0
59,9,47,20,80,10,20,30,70,65728,2021-06-11 15:10:27,"[20, 80, 10, 20, 30, 70]","[59, 9, 47]",0
22,24,65,20,80,10,20,30,70,84235,2021-06-26 10:46:24,"[20, 80, 10, 20, 30, 70]","[22, 24, 65]",0
63,13,71,20,80,10,20,30,70,39288,2021-06-29 18:57:02,"[20, 80, 10, 20, 30, 70]","[63, 13, 71]",0
53,20,56,20,80,10,20,30,70,75833,2021-06-20 17:06:35,"[20, 80, 10, 20, 30, 70]","[53, 20, 56]",1
49,14,50,20,80,10,20,30,70,41215,2021-06-10 09:13:28,"[20, 80, 10, 20, 30, 70]","[49, 14, 50]",1
36,7,77,20,80,10,20,30,70,47273,2021-06-28 09:53:28,"[20, 80, 10, 20, 30, 70]","[36, 7, 77]",0
76,10,43,20,80,10,20,30,70,26162,2021-06-26 14:56:19,"[20, 80, 10, 20, 30, 70]","[76, 10, 43]",1
57,21,69,20,80,10,20,30,70,27854,2021-06-13 10:45:42,"[20, 80, 10, 20, 30, 70]","[57, 21, 69]",0
72,5,42,20,80,10,20,30,70,28339,2021-06-10 09:07:40,"[20, 80, 10, 20, 30, 70]","[72, 5, 42]",0
49,8,50,20,80,10,20,30,70,56278,2021-06-28 11:42:54,"[20, 80, 10, 20, 30, 70]","[49, 8, 50]",0
19,24,42,20,80,10,20,30,70,43591,2021-06-19 17:12:38,"[20, 80, 10, 20, 30, 70]","[19, 24, 42]",0
72,16,44,20,80,10,20,30,70,39650,2021-06-25 16:32:26,"[20, 80, 10, 20, 30, 70]","[72, 16, 44]",1
57,16,47,20,80,10,20,30,70,88044,2021-06-19 14:53:53,"[20, 80, 10, 20, 30, 70]","[57, 16, 47]",1
31,17,35,20,80,10,20,30,70,57682,2021-06-12 09:21:21,"[20, 80, 10, 20, 30, 70]","[31, 17, 35]",1
31,24,80,20,80,10,20,30,70,15458,2021-06-29 16:58:15,"[20, 80, 10, 20, 30, 70]","[31, 24, 80]",0
81,6,37,20,80,10,20,30,70,57133,2021-06-23 16:21:17,"[20, 80, 10, 20, 30, 70]","[81, 6, 37]",0
82,25,57,20,80,10,20,30,70,17966,2021-06-27 13:06:33,"[20, 80, 10, 20, 30, 70]","[82, 25, 57]",0
35,17,31,20,80,10,20,30,70,50764,2021-06-21 08:05:37,"[20, 80, 10, 20, 30, 70]","[35, 17, 31]",1
65,10,80,20,80,10,20,30,70,27154,2021-06-13 11:12:33,"[20, 80, 10, 20, 30, 70]","[65, 10, 80]",0
56,23,74,20,80,10,20,30,70,71697,2021-06-12 15:50:14,"[20, 80, 10, 20, 30, 70]","[56, 23, 74]",0
32,15,72,20,80,10,20,30,70,29750,2021-06-20 17:34:36,"[20, 80, 10, 20, 30, 70]","[32, 15, 72]",0
24,22,60,20,80,10,20,30,70,16352,2021-06-14 15:03:42,"[20, 80, 10, 20, 30, 70]","[24, 22, 60]",0
56,19,64,20,80,10,20,30,70,78559,2021-06-14 16:30:58,"[20, 80, 10, 20, 30, 70]","[56, 19, 64]",1
38,11,64,20,80,10,20,30,70,82501,2021-06-22 18:45:05,"[20, 80, 10, 20, 30, 70]","[38, 11, 64]",1
35,14,37,20,80,10,20,30,70,11931,2021-06-25 09:19:10,"[20, 80, 10, 20, 30, 70]","[35, 14, 37]",1
46,24,65,20,80,10,20,30,70,67845,2021-06-13 09:39:21,"[20, 80, 10, 20, 30, 70]","[46, 24, 65]",0
35,8,36,20,80,10,20,30,70,63805,2021-06-24 11:04:25,"[20, 80, 10, 20, 30, 70]","[35, 8, 36]",0
55,8,40,20,80,10,20,30,70,34437,2021-06-26 13:29:05,"[20, 80, 10, 20, 30, 70]","[55, 8, 40]",0
81,5,35,20,80,10,20,30,70,12408,2021-06-20 18:48:07,"[20, 80, 10, 20, 30, 70]","[81, 5, 35]",0
85,15,58,20,80,10,20,30,70,61834,2021-06-10 15:55:38,"[20, 80, 10, 20, 30, 70]","[85, 15, 58]",0
17,7,29,20,80,10,20,30,70,49001,2021-06-21 13:45:06,"[20, 80, 10, 20, 30, 70]","[17, 7, 29]",0
26,5,57,20,80,10,20,30,70,44204,2021-06-18 14:40:53,"[20, 80, 10, 20, 30, 70]","[26, 5, 57]",0
23,19,41,20,80,10,20,30,70,81006,2021-06-29 08:06:04,"[20, 80, 10, 20, 30, 70]","[23, 19, 41]",1
77,19,64,20,80,10,20,30,70,44764,2021-06-24 12:25:49,"[20, 80, 10, 20, 30, 70]","[77, 19, 64]",1
19,25,58,20,80,10,20,30,70,87084,2021-06-20 16:38:59,"[20, 80, 10, 20, 30, 70]","[19, 25, 58]",0
30,10,31,20,80,10,20,30,70,56548,2021-06-23 15:08:03,"[20, 80, 10, 20, 30, 70]","[30, 10, 31]",1
57,8,52,20,80,10,20,30,70,82380,2021-06-22 13:23:47,"[20, 80, 10, 20, 30, 70]","[57, 8, 52]",0
63,14,66,20,80,10,20,30,70,64521,2021-06-11 10:15:26,"[20, 80, 10, 20, 30, 70]","[63, 14, 66]",1
15,8,62,20,80,10,20,30,70,25337,2021-06-20 12:45:40,"[20, 80, 10, 20, 30, 70]","[15, 8, 62]",0
32,6,33,20,80,10,20,30,70,77301,2021-06-10 11:39:11,"[20, 80, 10, 20, 30, 70]","[32, 6, 33]",0
34,12,52,20,80,10,20,30,70,70420,2021-06-15 10:13:17,"[20, 80, 10, 20, 30, 70]","[34, 12, 52]",1
82,10,42,20,80,10,20,30,70,69928,2021-06-25 08:06:04,"[20, 80, 10, 20, 30, 70]","[82, 10, 42]",0
65,20,73,20,80,10,20,30,70,43208,2021-06-28 14:08:00,"[20, 80, 10, 20, 30, 70]","[65, 20, 73]",0
19,11,43,20,80,10,20,30,70,26181,2021-06-14 18:33:53,"[20, 80, 10, 20, 30, 70]","[19, 11, 43]",0
35,19,35,20,80,10,20,30,70,77572,2021-06-17 12:16:45,"[20, 80, 10, 20, 30, 70]","[35, 19, 35]",1
62,17,77,20,80,10,20,30,70,65131,2021-06-13 11:15:20,"[20, 80, 10, 20, 30, 70]","[62, 17, 77]",0
62,8,48,20,80,10,20,30,70,37704,2021-06-29 10:03:41,"[20, 80, 10, 20, 30, 70]","[62, 8, 48]",0
31,21,64,20,80,10,20,30,70,14092,2021-06-17 10:26:18,"[20, 80, 10, 20, 30, 70]","[31, 21, 64]",0
39,25,36,20,80,10,20,30,70,19205,2021-06-28 17:26:05,"[20, 80, 10, 20, 30, 70]","[39, 25, 36]",0
40,11,33,20,80,10,20,30,70,30876,2021-06-23 11:50:49,"[20, 80, 10, 20, 30, 70]","[40, 11, 33]",1
41,5,51,20,80,10,20,30,70,14333,2021-06-29 11:33:25,"[20, 80, 10, 20, 30, 70]","[41, 5, 51]",0
15,15,64,20,80,10,20,30,70,31550,2021-06-17 13:35:31,"[20, 80, 10, 20, 30, 70]","[15, 15, 64]",0
63,18,59,20,80,10,20,30,70,89423,2021-06-11 18:23:28,"[20, 80, 10, 20, 30, 70]","[63, 18, 59]",1
73,5,61,20,80,10,20,30,70,33224,2021-06-18 10:15:21,"[20, 80, 10, 20, 30, 70]","[73, 5, 61]",0
82,5,76,20,80,10,20,30,70,54706,2021-06-23 18:08:44,"[20, 80, 10, 20, 30, 70]","[82, 5, 76]",0
42,14,79,20,80,10,20,30,70,12799,2021-06-11 12:12:02,"[20, 80, 10, 20, 30, 70]","[42, 14, 79]",0
16,16,38,20,80,10,20,30,70,37740,2021-06-28 08:01:10,"[20, 80, 10, 20, 30, 70]","[16, 16, 38]",0
42,24,60,20,80,10,20,30,70,13884,2021-06-20 18:52:21,"[20, 80, 10, 20, 30, 70]","[42, 24, 60]",0
20,11,40,20,80,10,20,30,70,72890,2021-06-28 11:38:03,"[20, 80, 10, 20, 30, 70]","[20, 11, 40]",1
59,25,47,20,80,10,20,30,70,13976,2021-06-12 14:54:50,"[20, 80, 10, 20, 30, 70]","[59, 25, 47]",0
40,5,58,20,80,10,20,30,70,16210,2021-06-19 13:33:23,"[20, 80, 10, 20, 30, 70]","[40, 5, 58]",0
65,15,60,20,80,10,20,30,70,21260,2021-06-24 17:58:27,"[20, 80, 10, 20, 30, 70]","[65, 15, 60]",1
34,19,68,20,80,10,20,30,70,65123,2021-06-23 17:54:15,"[20, 80, 10, 20, 30, 70]","[34, 19, 68]",1
24,9,56,20,80,10,20,30,70,31779,2021-06-23 15:05:59,"[20, 80, 10, 20, 30, 70]","[24, 9, 56]",0
74,19,55,20,80,10,20,30,70,55621,2021-06-23 17:23:56,"[20, 80, 10, 20, 30, 70]","[74, 19, 55]",1
79,18,36,20,80,10,20,30,70,13199,2021-06-17 11:36:52,"[20, 80, 10, 20, 30, 70]","[79, 18, 36]",1
39,18,59,20,80,10,20,30,70,32220,2021-06-18 13:41:05,"[20, 80, 10, 20, 30, 70]","[39, 18, 59]",1
27,9,50,20,80,10,20,30,70,18767,2021-06-18 11:57:05,"[20, 80, 10, 20, 30, 70]","[27, 9, 50]",0
63,25,41,20,80,10,20,30,70,15396,2021-06-18 12:22:28,"[20, 80, 10, 20, 30, 70]","[63, 25, 41]",0
76,10,72,20,80,10,20,30,70,58656,2021-06-17 13:01:08,"[20, 80, 10, 20, 30, 70]","[76, 10, 72]",0
42,22,31,20,80,10,20,30,70,42518,2021-06-19 12:07:17,"[20, 80, 10, 20, 30, 70]","[42, 22, 31]",0
18,16,59,20,80,10,20,30,70,19651,2021-06-24 09:16:24,"[20, 80, 10, 20, 30, 70]","[18, 16, 59]",0
32,10,79,20,80,10,20,30,70,61097,2021-06-14 18:01:36,"[20, 80, 10, 20, 30, 70]","[32, 10, 79]",0
31,19,67,20,80,10,20,30,70,18564,2021-06-28 14:55:12,"[20, 80, 10, 20, 30, 70]","[31, 19, 67]",1
32,7,39,20,80,10,20,30,70,30379,2021-06-10 17:58:59,"[20, 80, 10, 20, 30, 70]","[32, 7, 39]",0
22,24,37,20,80,10,20,30,70,44942,2021-06-16 11:59:50,"[20, 80, 10, 20, 30, 70]","[22, 24, 37]",0
51,25,51,20,80,10,20,30,70,27594,2021-06-13 14:17:50,"[20, 80, 10, 20, 30, 70]","[51, 25, 51]",0
69,10,64,20,80,10,20,30,70,79686,2021-06-11 13:26:19,"[20, 80, 10, 20, 30, 70]","[69, 10, 64]",1
31,16,52,20,80,10,20,30,70,39437,2021-06-18 10:44:58,"[20, 80, 10, 20, 30, 70]","[31, 16, 52]",1
56,10,33,20,80,10,20,30,70,18064,2021-06-11 17:36:50,"[20, 80, 10, 20, 30, 70]","[56, 10, 33]",1
30,13,64,20,80,10,20,30,70,57937,2021-06-24 15:08:01,"[20, 80, 10, 20, 30, 70]","[30, 13, 64]",1
40,16,36,20,80,10,20,30,70,49385,2021-06-25 18:38:43,"[20, 80, 10, 20, 30, 70]","[40, 16, 36]",1
63,14,73,20,80,10,20,30,70,37427,2021-06-11 17:09:28,"[20, 80, 10, 20, 30, 70]","[63, 14, 73]",0
24,11,58,20,80,10,20,30,70,87593,2021-06-18 08:01:56,"[20, 80, 10, 20, 30, 70]","[24, 11, 58]",1
43,16,43,20,80,10,20,30,70,13116,2021-06-28 17:14:02,"[20, 80, 10, 20, 30, 70]","[43, 16, 43]",1
63,13,35,20,80,10,20,30,70,27961,2021-06-24 09:37:33,"[20, 80, 10, 20, 30, 70]","[63, 13, 35]",1
84,15,58,20,80,10,20,30,70,45988,2021-06-29 17:30:21,"[20, 80, 10, 20, 30, 70]","[84, 15, 58]",0
44,9,75,20,80,10,20,30,70,83517,2021-06-18 08:29:29,"[20, 80, 10, 20, 30, 70]","[44, 9, 75]",0
26,24,73,20,80,10,20,30,70,45673,2021-06-11 10:22:42,"[20, 80, 10, 20, 30, 70]","[26, 24, 73]",0
29,17,44,20,80,10,20,30,70,72754,2021-06-29 15:23:30,"[20, 80, 10, 20, 30, 70]","[29, 17, 44]",1
22,15,73,20,80,10,20,30,70,31241,2021-06-12 14:37:03,"[20, 80, 10, 20, 30, 70]","[22, 15, 73]",0
30,23,70,20,80,10,20,30,70,15366,2021-06-11 12:05:30,"[20, 80, 10, 20, 30, 70]","[30, 23, 70]",0
36,14,62,20,80,10,20,30,70,40072,2021-06-12 09:59:56,"[20, 80, 10, 20, 30, 70]","[36, 14, 62]",1
20,9,59,20,80,10,20,30,70,11061,2021-06-24 11:47:58,"[20, 80, 10, 20, 30, 70]","[20, 9, 59]",0
59,21,78,20,80,10,20,30,70,38759,2021-06-11 11:39:33,"[20, 80, 10, 20, 30, 70]","[59, 21, 78]",0
65,17,70,20,80,10,20,30,70,84905,2021-06-23 08:06:09,"[20, 80, 10, 20, 30, 70]","[65, 17, 70]",1
72,16,80,20,80,10,20,30,70,32265,2021-06-27 16:38:55,"[20, 80, 10, 20, 30, 70]","[72, 16, 80]",0
